0.000292626,-4.32E-06,1
0.000350726,5.14E-06,1
0.00043092,6.36E-06,1
0.000520226,-1.78E-06,1
0.000635263,2.26E-06,1
0.000648645,1.59E-05,1
0.000705528,4.23E-06,1
0.000785996,8.35E-06,1
0.001343897,6.06E-06,1
0.001377565,7.33E-06,1
0.001505892,2.86E-06,1
0.001530034,-1.57E-05,1
0.001607524,-1.08E-06,1
0.001654966,-1.17E-05,1
0.001662363,-4.92E-06,1
0.001662747,-5.59E-06,1
0.00169827,-6.61E-06,1
0.001717458,-5.28E-06,1
0.00174148,7.83E-06,1
0.001814327,-1.08E-05,1
0.001818979,-2.85E-06,1
0.001837369,5.19E-06,1
0.00185063,-7.91E-06,1
0.001910543,-6.25E-06,1
0.001947974,-6.27E-06,1
0.001963642,3.74E-06,1
0.001965968,-8.26E-06,1
0.002000246,3.49E-06,1
0.002047121,-1.45E-05,1
0.002051844,-2.84E-06,1
0.002055677,-1.34E-06,1
0.002084349,-1.25E-05,1
0.00208983,-1.60E-06,1
0.002106345,1.64E-06,1
0.002127163,-2.08E-06,1
0.002142742,-1.40E-05,1
0.002166867,-8.40E-06,1
0.002176731,-4.60E-06,1
0.002205409,-3.97E-06,1
0.00220939,-5.71E-06,1
0.002218864,-8.21E-06,1
0.002227619,-7.32E-06,1
0.002230805,1.75E-06,1
0.002256347,-7.46E-06,1
0.002258405,-2.84E-06,1
0.002270243,-3.63E-06,1
0.002279234,-9.07E-06,1
0.002293172,9.30E-07,1
0.002294089,1.69E-06,1
0.002294441,3.63E-07,1
0.002301553,-5.29E-06,1
0.002308146,-3.47E-06,1
0.002308561,3.71E-06,1
0.002339015,-8.83E-06,1
0.002344703,1.17E-05,1
0.002345969,-1.22E-05,1
0.002363259,-7.22E-06,1
0.00238273,-1.30E-05,1
0.002389093,-7.99E-06,1
0.002409501,-9.35E-06,1
0.002412114,-5.96E-06,1
0.002415283,-7.01E-06,1
0.002421066,-6.34E-06,1
0.002427756,-1.22E-05,1
0.002441541,-8.23E-06,1
0.002449263,-3.68E-06,1
0.002458566,-1.13E-05,1
0.002463194,-9.19E-06,1
0.002467932,-8.25E-06,1
0.002468311,-1.20E-05,1
0.002468347,-1.19E-05,1
0.002468493,5.56E-06,1
0.00246924,-1.93E-05,1
0.002480873,-3.83E-06,1
0.002481194,-1.79E-06,1
0.002481463,-9.91E-06,1
0.002482983,-1.03E-06,1
0.002485814,-4.43E-06,1
0.002490696,2.98E-06,1
0.002515815,2.33E-06,1
0.002522057,-3.06E-06,1
0.002526824,-1.12E-05,1
0.002555134,-1.28E-05,1
0.002559069,1.98E-06,1
0.002593154,-3.64E-06,1
0.002599377,-3.65E-06,1
0.002622433,-3.21E-06,1
0.002625705,-3.68E-06,1
0.002629463,-2.97E-06,1
0.002638575,3.35E-06,1
0.002651885,-1.68E-05,1
0.002655068,-9.02E-06,1
0.002661969,-4.25E-06,1
0.002665208,-4.76E-06,1
0.00266718,-7.18E-06,1
0.002689911,-9.07E-06,1
0.002707439,-2.78E-06,1
0.002715328,-3.83E-06,1
0.002715875,-3.24E-06,1
0.002715912,6.21E-06,1
0.002728086,-7.60E-06,1
0.002769997,-1.42E-05,1
0.002776574,9.10E-08,1
0.002780804,-5.54E-06,1
0.002787431,-5.49E-06,1
0.00279099,-1.08E-05,1
0.002793855,-1.09E-05,1
0.00280034,-9.97E-08,1
0.002812081,-4.66E-06,1
0.00281335,1.73E-07,1
0.002817706,1.68E-06,1
0.002819907,1.38E-06,1
0.002821034,2.91E-06,1
0.002829323,-5.75E-06,1
0.002858507,-3.43E-06,1
0.002860116,8.14E-06,1
0.002864651,8.14E-06,1
0.002877094,-1.00E-05,1
0.002899008,-8.56E-06,1
0.002899321,-6.83E-06,1
0.002914371,-2.33E-06,1
0.002915066,-3.66E-06,1
